Higher Taxonomy;Genus;Species;C1;C2;C3;C4;C5;C6;C7;C8;C9;C10;C11;C12;C13;C14;C15;C16;C17;C18
Ornithopoda;Mantellisaurus;atherfieldensis;0.314575482;1.141090124;0.097716376;0.274591199;0.117479306;0.211063457;0.420571059;-0.111090345;0;0.015056664;1.063845192;?;0;?;0.221559677;0.107509747;?;0.078614125
Ornithopoda;Tenontosaurus;tilletti;0.321970463;0.834058783;0.149408816;0.27665333;0.147537266;0.318750519;0.324744862;-0.599273058;0.0051041;-0.016706312;0.711812377;?;0;?;0.189184779;?;?;0.011622283
Ornithopoda;Theiophytalia;kerri;0.372449488;0.948942256;0.078612998;0.298876945;0.160728128;0.316486374;0.416932737;-0.187236341;0.001045263;0.018659485;1.118876941;?;0;?;0.147799522;0.106639163;?;0.000692123
Ornithopoda;Zalmoxes;robustus;0.278970992;0.935409344;0.157156497;0.285851856;0.176404944;0.180999238;0.452668809;-0.618649706;0;-0.011207681;0.591040462;?;0.87933526;?;0.176643345;?;?;0.077573603
Ornithopoda;Altirhinus;kurzanovi;0.316410203;0.768867169;0.079358283;0.212032587;0.11955876;0.262322161;0.370188223;-0.116777579;0.000618715;0.018853709;1.159232072;?;0;?;0.24671527;?;?;0.084161495
Ornithopoda;Eolambia;caroljonesa;0.334743218;1.806566515;0.048234872;0.236984322;0.12233234;0.266212277;0.446780431;-0.144308851;0;-0.01968265;1.075920084;?;0;?;0.119757956;?;?;0.081850302
Ornithopoda;Equijubus;normani;0.424740354;1.836225922;0.134477159;0.283401259;0.158952264;0.288420229;0.338276685;-0.173282747;0.000880302;-0.014960993;1.409942085;?;0;?;0.308956502;?;?;0.064290687
Ornithopoda;Jeyawati;rugoculus;0.319554413;0.88586934;0.100219701;0.310479816;0.117241713;0.207248438;0.458458458;-0.095014923;0;0.029534893;?;?;?;?;?;?;?;0.060298285
Ornithopoda;Jinzhousaurus;yangi;0.321885764;1.301319933;0.060691668;0.31712428;0.150859577;0.225388021;0.468012285;-0.115263012;0.000832403;0.018733186;1.066362872;?;0;?;0.309357874;?;?;0.011481927
Ornithopoda;Ouranosaurus;nigeriensis;0.255141045;0.883798008;0.082812858;0.186209753;0.101170913;0.228935208;0.421654854;-0.026471578;0.002542985;0.010998331;1.422109105;?;2.512293507;?;0.431502258;?;?;0.041761634
Ornithopoda;Probactrosaurus;gobiensis;0.346229319;0.688305328;0.088631466;0.319180824;0.147262649;0.240951482;0.425385895;-0.114720556;0.001252189;0;1.355697751;?;0;?;0.242476774;?;?;0.119076042
Ornithopoda;Protohadros;byrdi;0.390104719;1.21420299;0.099823799;0.363644953;0.174501873;0.244037133;0.42257569;-0.097731276;0.00043109;0.024150053;?;?;?;?;?;?;?;0.128100294
Ornithopoda;Telmatosaurus;transsylvanicus;0.41180647;1.205527042;0.082705784;0.32593348;0.150495143;0.3013838;0.344459783;-0.108731269;0;0.011873078;1.53905198;?;0;?;0.193616697;0.071499539;144.964;0.053214458
Ornithopoda;Acristavus;gagslarsoni;0.409373876;1.070595334;0.088103795;0.343027784;0.145056882;0.255006652;0.411098055;-0.090899556;0;-0.020200013;1.673607122;?;0;?;0.137539976;?;?;0.139793927
Ornithopoda;Brachylophosaurus;canadensis;0.36799322;1.128285969;0.238433949;0.342951253;0.145104174;0.148101851;0.292346331;-0.068728984;0;0.030642006;?;?;?;?;?;?;?;0.217943565
Ornithopoda;Edmontosaurus (Anatotitan);annectens (copei);0.330738198;1.674152579;0.091486293;0.206660522;0.091967554;0.19666202;0.258734391;-0.072410326;0;0;1.834582943;?;0;?;0.095659681;?;?;0.051058301
Ornithopoda;Edmontosaurus;annectens (saskatchewanensis);0.31868451;1.060854263;0.094280791;0.25184593;0.119335181;0.207658455;0.296040766;-0.069934054;0;0.008490813;2.04424181;?;0;?;0.114758393;?;?;0.119985362
Ornithopoda;Edmontosaurus;annectens;0.304636271;1.206881912;0.094109756;0.262179689;0.126286837;0.213047914;0.360636216;-0.069991069;0;0.044649376;2.40987055;?;0;?;0.129782695;?;?;0.140788313
Ornithopoda;Gryposaurus;incurvimanus;0.364536722;1.074530348;0.018663495;0.304233505;0.133909007;0.277061003;0.373242911;-0.071013;0;0;1.648378248;?;0;?;0.160205138;?;?;0.127652686
Ornithopoda;Gryposaurus;latidens;0.360563071;1.208123474;0.093047868;0.256394044;0.120303495;0.222437585;0.352268848;-0.070502655;0;0.012805347;1.748997942;?;0;?;0.257270337;?;?;0.141005311
Ornithopoda;Gryposaurus;monumentensis;0.313570864;1.039872912;0.143061406;0.294464381;0.137298837;0.237116796;0.340772911;-0.099434171;0;0.001315535;2.437577816;?;0;?;0.195387491;?;?;0.170845555
Ornithopoda;Gryposaurus;notabilis;0.361783765;1.298800132;0.082651167;0.28038544;0.139931085;0.257710302;0.407723884;-0.065657541;0;0.015640322;2.060230825;?;0;?;0.172635418;?;?;0.144260662
Ornithopoda;Huaxiaosaurus;aighatens;0.352743684;1.106690857;0.098136069;0.307500222;0.135898486;0.123975755;0.407390473;-0.083620627;0;0.12128569;?;?;?;?;?;?;?;0.027098989
Ornithopoda;Kundurosaurus;nagornyi;0.313949164;1.03219979;0.085945834;0.29547029;0.133121049;0.235915036;0.354348683;-0.042226128;0;0.00271231;1.390031907;?;0;?;0.116296624;?;?;0.070077821
Ornithopoda;Maiasaura;peeblesorum;0.348272229;1.171544433;0.040086809;0.319987707;0.131556866;0.270900077;0.376853301;-0.018214809;0;0.023369868;1.065425264;?;0;?;0.115085621;?;?;0.185795709
Ornithopoda;Prosaurolophus;blackfeetensis;0.369019492;1.253850917;0.085510267;0.30283892;0.10819921;0.483185998;0.364752299;-0.069009196;0;0.00819535;0.987027243;?;0;?;0.122177479;?;?;0.100063779
Ornithopoda;Prosaurolophus;maximus;0.35730015;1.362849746;0.030731184;0.311227831;0.131633821;0.222877726;0.410893611;-0.10574594;0;0;2.000109565;?;0;?;0.156959348;?;?;0.108528079
Ornithopoda;Prosaurolophus;maximus;0.347559407;1.351392548;0.07405237;0.334504223;0.13303151;0.237255149;0.415595532;-0.073684969;0;0;3.178362873;?;0;?;0.291198528;?;?;0.151101426
Ornithopoda;Prosaurolophus;maximus;0.393871592;1.462456437;0.078541903;0.337707206;0.135547926;0.214177846;0.369982253;-0.092424401;0;0.008697848;2.723149214;?;0;?;0.268516855;?;?;0.095143692
Ornithopoda;Prosaurolophus;maximus;0.320344294;1.290466321;0.022818454;0.293877185;0.143113298;0.241868105;0.392072246;-0.075977247;0;-0.012797278;1.158919319;?;0;?;0.114809274;?;?;0.119809616
Ornithopoda;Saurolophus;angustirostris;0.279716404;1.219439709;0.031390185;0.284617285;0.132664379;0.206668096;0.416416696;-0.045421759;0;0.033675703;?;?;?;?;?;?;?;0.079033861
Ornithopoda;Tethyshadros;insularis;0.406401184;0.558326484;0.120160816;0.306829565;0.128037594;0.276565348;0.413173063;-0.105313656;0;0.017136058;1.645617552;?;0;?;0.290089524;?;?;0.054682497
Ornithopoda;Charonosaurus;jiayinensis;0.39626441;1.203551776;0.119472796;0.307018612;0.134498806;0.242946783;0.343899248;-0.058492018;0;0.035068226;1.365073155;?;0;?;0.19911666;?;?;0.106646911
Ornithopoda;Corythosaurus;casuarius;0.375379203;1.378358308;0.107924892;0.313058698;0.132625731;0.198625177;0.329663846;-0.061389926;0;0.013221114;2.673723377;?;0;?;0.204803884;?;?;0.170424374
Ornithopoda;Hypacrosaurus;altispinus;0.431792326;1.377745763;0.042872239;0.337725413;0.1541509;0.270989637;0.370640589;-0.152964449;0;0.02426498;1.150137363;?;0;?;0.167664551;?;?;0.22084841
Ornithopoda;Hypacrosaurus;altispinus;0.39959631;1.54571433;0.108422986;0.44209552;0.180069964;0.233587032;0.408052716;-0.093134652;0;0.022539139;?;?;?;?;?;?;?;0.158712775
Ornithopoda;Hypacrosaurus;stebingeri;0.391587047;1.376534976;0.104652698;0.325120424;0.131423139;0.212374907;0.372025088;-0.11937563;0;?;1.612857719;?;0;?;0.1819029;?;?;0.077640468
Ornithopoda;Lambeosaurus;lambei;0.383864483;1.223788969;0.116930032;0.30151433;0.127803274;0.224860311;0.33367595;-0.07172273;0;0.014680597;2.551620948;?;0;?;0.124209427;0.107012215;160.224;0.173948543
Ornithopoda;Lambeosaurus;magnicristatus;0.373315929;1.268955109;0.039872292;0.304340862;0.141463403;0.236276982;0.353432368;-0.100791551;0;0.015630215;1.903981623;?;0;?;0.139527315;?;?;0.125528531
Ornithopoda;Lambeosaurinae;indet.;0.422274637;1.353094001;0.060973932;0.320226084;0.132341427;0.260898737;0.366905043;-0.139472363;0;0.031976937;1.748936736;?;0;?;0.202689381;?;?;0.124274401
Ornithopoda;Lambeosaurinae;indet.;0.354197874;1.341681504;0.06065834;0.343630547;0.136972872;0.222429599;0.370755153;-0.056851386;0;0.023229828;2.303772797;?;0;?;0.178405477;?;?;0.141292342
Ornithopoda;Olorotitan;arharensis;0.320717393;1.066937427;0.116195034;0.255597993;0.109736746;0.203337348;0.415076054;-0.14422915;0;0.01764566;1.285525621;?;0;?;0.17794813;?;?;0.022188611
Ornithopoda;Parasaurolophus;walkeri;0.394432681;1.227294471;0.088862568;0.335504557;0.136902477;0.256796076;0.422552361;-0.089329871;0;0.054609179;?;?;0;?;?;?;?;0.070450659
Ornithopoda;Velafrons;coahuilensis;0.268492099;1.328534031;0.109827559;0.29934999;0.123737412;0.140962223;0.431618316;-0.032030071;0;0.014533234;1.412864055;?;0;?;0.171928933;?;?;0.113755319
